episode,ep_length,outcome,thief_reward,police0_reward,police1_reward,thief_pg_loss,thief_vf_loss,thief_entropy,police0_pg_loss,police0_vf_loss,police0_entropy,police1_pg_loss,police1_vf_loss,police1_entropy,thief_lr,police_lr,eval_catch_rate,eval_escape_rate,eval_trap_rate,eval_timeout_rate,eval_avg_steps
167,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
168,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
169,8,escaped,106.3,-50.7,-50.7,-0.0001,0.0804,0.1624,-0.0074,0.0610,0.8901,-0.0084,0.0289,0.8095,0.000050,0.000100,,,,,
170,10,escaped,102.1,-50.9,-50.9,-0.0000,0.0709,0.0515,-0.0041,0.0401,0.7760,-0.0038,0.0269,0.8599,0.000050,0.000100,,,,,
171,40,caught,-94.9,46.1,96.1,0.0000,28.7575,0.1152,-0.0011,31.7271,1.0128,-0.0016,2.8365,0.7254,0.000050,0.000100,,,,,
172,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
173,8,caught,-93.7,99.3,49.3,-0.0014,698.6036,0.1149,0.0005,602.7446,0.8872,-0.0033,165.0950,0.4449,0.000050,0.000100,,,,,
174,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
175,21,escaped,108.0,-52.0,-52.0,-0.0011,0.1156,0.0586,-0.0008,1.1604,0.8426,-0.0072,0.3007,0.6811,0.000050,0.000100,,,,,
176,14,escaped,109.7,-51.3,-51.3,-0.0003,0.0455,0.0932,0.0002,0.0249,0.8328,-0.0020,0.0325,0.8335,0.000050,0.000100,,,,,
177,6,escaped,104.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
178,12,escaped,109.9,-51.1,-51.1,-0.0004,0.0230,0.1442,-0.0038,0.0143,0.9635,0.0000,0.0232,0.7428,0.000050,0.000100,,,,,
179,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
180,23,escaped,108.5,-52.2,-52.2,-0.0001,5.7070,0.1362,-0.0012,0.0624,0.9584,-0.0038,0.0478,0.6291,0.000050,0.000100,,,,,
181,9,escaped,107.2,-50.8,-50.8,-0.0011,0.0353,0.1159,-0.0035,0.0255,0.8556,0.0031,0.0172,0.8324,0.000050,0.000100,,,,,
182,19,caught,-97.8,48.2,98.2,-0.0000,270.1357,0.0317,-0.0033,68.0146,0.9371,-0.0005,137.6922,0.6873,0.000050,0.000100,,,,,
183,65,caught,-121.0,43.6,93.6,-0.0026,46.1560,0.0433,-0.0051,19.7784,0.9040,-0.0051,4.7093,0.6349,0.000050,0.000100,,,,,
184,14,escaped,111.7,-51.3,-51.3,0.0002,1.7467,0.0648,-0.0020,0.2365,0.9337,-0.0128,68.2427,0.7522,0.000050,0.000100,,,,,
185,2,caught,-99.1,49.9,99.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
186,12,caught,-92.1,48.9,98.9,-0.0001,411.7686,0.0651,0.0028,101.0728,0.7531,-0.0005,338.4746,0.8308,0.000050,0.000100,,,,,
187,120,escaped,71.2,-61.9,-61.9,0.0028,17.6011,0.0675,-0.0033,0.7841,0.6325,-0.0029,0.8300,0.8675,0.000050,0.000100,,,,,
188,22,escaped,118.9,-52.1,-52.1,-0.0000,0.1615,0.0718,-0.0012,0.0711,0.8828,-0.0008,0.0519,0.6250,0.000050,0.000100,,,,,
189,10,escaped,108.1,-50.9,-50.9,-0.0000,0.0411,0.0553,-0.0005,0.2245,0.7924,-0.0113,0.0356,0.8331,0.000050,0.000100,,,,,
190,7,caught,-96.6,49.4,99.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
191,1,escaped,100.0,-50.0,-50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
192,17,escaped,110.4,-51.6,-51.6,-0.0001,38.0002,0.1119,-0.0008,0.3243,0.8319,0.0010,403.0077,0.7882,0.000050,0.000100,,,,,
193,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
194,12,escaped,109.9,-51.1,-51.1,-0.0010,0.0467,0.1408,-0.0040,0.0670,0.9138,-0.0061,0.0215,0.6833,0.000050,0.000100,,,,,
195,15,escaped,108.6,-51.4,-51.4,-0.0000,0.1018,0.0663,-0.0029,0.0239,0.9137,0.0012,0.0177,0.6216,0.000050,0.000100,,,,,
196,6,escaped,102.5,-50.5,-50.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
197,18,escaped,107.3,-51.7,-51.7,-0.0013,0.0600,0.1376,0.0013,0.0480,0.9031,-0.0035,0.0390,0.6327,0.000050,0.000100,,,,,
198,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
199,14,escaped,107.7,-51.3,-51.3,-0.0001,0.1992,0.0495,-0.0080,0.0692,0.7438,-0.0047,0.0416,0.8484,0.000050,0.000100,,,,,
200,19,escaped,112.2,-51.8,-51.8,-0.0013,0.0267,0.0818,-0.0053,0.0584,0.7466,0.0023,0.0408,0.8188,0.000050,0.000100,,,,,
201,14,escaped,107.7,-51.3,-51.3,-0.0006,0.0575,0.1218,-0.0108,0.0318,0.8331,-0.0037,0.0114,0.6027,0.000050,0.000100,,,,,
202,15,escaped,112.6,-51.4,-51.4,-0.0001,0.0900,0.1573,0.0087,0.0325,0.7713,-0.0022,0.0072,0.6489,0.000050,0.000100,,,,,
203,15,escaped,106.6,-51.4,-51.4,-0.0001,0.0736,0.0484,-0.0046,0.0613,0.7947,-0.0045,0.0431,0.8801,0.000050,0.000100,,,,,
204,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
205,16,escaped,105.5,-51.5,-51.5,-0.0000,0.3627,0.0510,-0.0237,18.6909,0.8001,0.0022,0.6876,0.5862,0.000050,0.000100,,,,,
206,24,escaped,99.4,-52.3,-52.3,-0.0062,5.3079,0.0623,-0.0017,0.1084,0.7807,-0.0025,0.1079,0.5471,0.000050,0.000100,,,,,
207,19,escaped,114.2,-51.8,-51.8,-0.0018,0.1129,0.0910,0.0004,0.0481,0.7777,-0.0059,0.0194,0.4668,0.000050,0.000100,,,,,
208,12,escaped,109.9,-51.1,-51.1,0.0002,0.0239,0.0858,-0.0116,0.0693,0.8559,-0.0148,0.0709,0.8864,0.000050,0.000100,,,,,
209,9,escaped,103.2,-50.8,-50.8,-0.0001,0.0467,0.0476,0.0029,0.0865,0.8770,-0.0115,0.1056,0.8292,0.000050,0.000100,,,,,
210,9,escaped,103.2,-50.8,-50.8,-0.0001,0.0217,0.0673,-0.0016,0.1020,0.8821,-0.0186,0.0407,0.8544,0.000050,0.000100,,,,,
211,15,caught,-96.7,48.6,98.6,-0.0004,364.2259,0.1187,0.0016,86.2805,0.7891,0.0002,31.4428,0.4406,0.000050,0.000100,,,,,
212,20,escaped,117.1,-51.9,-51.9,-0.0001,0.1555,0.1073,-0.0017,0.0332,0.8140,-0.0044,0.0283,0.5530,0.000050,0.000100,,,,,
213,2,caught,-101.1,49.9,99.9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
214,4,caught,-97.3,99.7,49.7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
215,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
216,66,escaped,112.5,-56.5,-56.5,0.0189,4.8858,0.0727,0.0039,0.3721,0.7995,-0.0157,0.4785,0.3245,0.000050,0.000100,,,,,
217,25,escaped,100.3,-52.4,-52.4,-0.0000,13.3738,0.0997,-0.0024,0.0780,0.8462,-0.0034,0.0773,0.7507,0.000050,0.000100,,,,,
218,13,caught,-95.2,48.8,98.8,0.0000,72.5583,0.0759,0.0044,98.0969,0.8299,-0.0024,5.5087,0.7587,0.000050,0.000100,,,,,
219,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
220,18,escaped,115.3,-51.7,-51.7,-0.0003,0.0965,0.1006,0.0002,0.1587,0.8237,-0.0015,0.0323,0.5126,0.000050,0.000100,,,,,
221,8,escaped,104.3,-50.7,-50.7,-0.0048,0.0113,0.1100,-0.0080,0.0275,0.8494,-0.0024,0.0167,0.7625,0.000050,0.000100,,,,,
222,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
223,15,caught,-91.4,48.6,98.6,-0.0000,178.4208,0.0490,-0.0007,83.9555,0.8140,-0.0037,276.8554,0.6163,0.000050,0.000100,,,,,
224,22,caught,-93.1,47.9,97.9,0.0000,96.4575,0.0850,0.0063,55.3538,0.8550,0.0015,3.2227,0.6454,0.000050,0.000100,,,,,
225,12,escaped,103.9,-51.1,-51.1,0.0001,0.0192,0.0542,-0.0020,0.1056,0.9063,-0.0037,0.0450,0.8619,0.000050,0.000100,,,,,
226,5,escaped,103.6,-50.4,-50.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
227,18,caught,-94.0,48.3,98.3,-0.0000,228.6703,0.1026,0.0029,70.7416,0.8733,-0.0014,356.1292,0.7569,0.000050,0.000100,,,,,
228,15,escaped,112.6,-51.4,-51.4,-0.0000,0.0519,0.0914,-0.0008,0.1499,0.8018,-0.0039,0.0109,0.6930,0.000050,0.000100,,,,,
229,16,escaped,111.5,-51.5,-51.5,-0.0003,5.8533,0.1977,-0.0022,0.4523,0.7802,0.0015,249.9357,0.6560,0.000050,0.000100,,,,,
230,16,caught,-92.5,48.5,98.5,-0.0000,330.7516,0.0682,-0.0022,104.4576,0.7933,-0.0004,521.5288,0.6281,0.000050,0.000100,,,,,
231,21,escaped,118.0,-52.0,-52.0,-0.0018,0.0701,0.1190,-0.0034,0.0450,0.7627,-0.0016,0.0394,0.6088,0.000050,0.000100,,,,,
232,1,escaped,100.0,-50.0,-50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
233,7,caught,-94.6,99.4,49.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
234,17,escaped,108.4,-51.6,-51.6,-0.0005,0.2190,0.0951,-0.0061,0.0387,0.8055,-0.0068,0.0338,0.7056,0.000050,0.000100,,,,,
235,54,caught,-97.6,44.7,94.7,-0.0000,100.6763,0.0710,-0.0015,23.8208,0.6246,0.0002,136.2262,0.6399,0.000050,0.000100,,,,,
236,13,escaped,110.8,-51.2,-51.2,-0.0000,0.2904,0.0850,-0.0034,0.0079,0.6717,0.0042,69.7570,0.7255,0.000050,0.000100,,,,,
237,15,escaped,112.6,-51.4,-51.4,-0.0000,0.0104,0.0487,-0.0091,0.0356,0.8785,-0.0020,0.0280,0.8634,0.000050,0.000100,,,,,
238,15,escaped,106.6,-51.4,-51.4,0.0000,0.0958,0.0942,-0.0162,0.0227,0.6083,-0.0101,0.0257,0.7098,0.000050,0.000100,,,,,
239,56,escaped,103.5,-55.5,-55.5,-0.0004,1.2543,0.0510,0.0035,0.4516,0.9655,-0.0022,0.4585,0.9191,0.000050,0.000100,,,,,
240,14,caught,-98.3,48.7,98.7,-0.0000,70.3461,0.1158,-0.0002,90.5392,0.7479,0.0007,6.4191,0.8251,0.000050,0.000100,,,,,
241,24,escaped,112.7,-52.3,-52.3,-0.0000,0.0808,0.1003,-0.0058,0.0696,0.6008,0.0017,0.7008,0.7428,0.000050,0.000100,,,,,
242,15,escaped,112.6,-51.4,-51.4,-0.0001,13.0806,0.0521,-0.0013,0.0070,0.5550,-0.0001,161.7761,0.7297,0.000050,0.000100,,,,,
243,8,escaped,104.3,-50.7,-50.7,-0.0049,0.0132,0.1073,-0.0077,0.0405,0.5273,-0.0167,0.0351,0.7820,0.000050,0.000100,,,,,
244,9,caught,-94.1,49.2,99.2,0.0002,586.0554,0.2228,0.0009,139.8908,0.4266,-0.0040,793.5915,0.6151,0.000050,0.000100,,,,,
245,30,escaped,104.8,-52.9,-52.9,-0.0028,2.9605,0.2171,-0.0006,0.2655,0.4539,0.0021,0.1952,0.6286,0.000050,0.000100,,,,,
246,19,escaped,106.2,-51.8,-51.8,-0.0000,0.0939,0.1187,-0.0012,0.7882,0.4571,-0.0032,0.3695,0.6225,0.000050,0.000100,,,,,
247,22,caught,-94.4,47.9,97.9,-0.0000,56.9017,0.0970,0.0002,56.2347,0.4105,0.0008,3.2160,0.5347,0.000050,0.000100,,,,,
248,10,caught,-93.9,49.1,99.1,0.0014,456.6720,0.3384,0.0007,121.8621,0.5735,-0.0000,498.1912,0.7658,0.000050,0.000100,,,,,
249,53,escaped,100.8,-55.2,-55.2,-0.0001,1.2816,0.1813,0.0005,1.0913,0.4273,-0.0007,0.6010,0.6759,0.000050,0.000100,,,,,
250,13,escaped,106.8,-51.2,-51.2,-0.0000,0.0424,0.0513,-0.0023,0.0964,0.7414,-0.0043,0.0717,0.8778,0.000050,0.000100,,,,,
251,67,caught,-101.2,43.4,93.4,0.0041,87.9085,0.0910,0.0058,22.4163,0.1918,-0.0029,79.4744,0.6277,0.000050,0.000100,,,,,
252,5,caught,-96.4,99.6,49.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
253,19,escaped,116.2,-51.8,-51.8,-0.0010,0.3178,0.1435,-0.0007,0.0335,0.4751,0.0006,128.9477,0.5898,0.000050,0.000100,,,,,
254,18,escaped,115.3,-51.7,-51.7,-0.0034,0.0989,0.1109,0.0005,0.1841,0.4624,-0.0041,0.0448,0.5531,0.000050,0.000100,,,,,
255,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
256,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
257,11,escaped,99.0,-51.0,-51.0,0.0000,0.2528,0.0437,-0.0008,0.0832,0.6880,-0.0154,0.0680,0.8219,0.000050,0.000100,,,,,
258,13,escaped,108.8,-51.2,-51.2,-0.0021,0.0160,0.1108,-0.0141,0.0802,0.6115,-0.0012,0.0646,0.7689,0.000050,0.000100,,,,,
259,6,caught,-97.5,49.5,99.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
260,14,escaped,111.7,-51.3,-51.3,-0.0052,0.0614,0.0828,-0.0020,0.0474,0.5377,0.0098,85.0866,0.6643,0.000050,0.000100,,,,,
261,10,escaped,102.1,-50.9,-50.9,0.0001,0.0217,0.0867,-0.0103,0.0294,0.6116,-0.0073,0.0660,0.7742,0.000050,0.000100,,,,,
262,15,escaped,108.6,-51.4,-51.4,0.0000,0.0549,0.1012,-0.0028,0.0252,0.4617,-0.0038,0.0691,0.6308,0.000050,0.000100,,,,,
263,10,escaped,108.1,-50.9,-50.9,0.0000,0.4433,0.0237,-0.0095,0.0452,0.7337,-0.0030,0.0431,0.8624,0.000050,0.000100,,,,,
264,4,escaped,102.7,-50.3,-50.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
265,21,escaped,118.0,-52.0,-52.0,-0.0005,0.1739,0.1006,0.0034,0.1620,0.4294,-0.0069,0.0828,0.5686,0.000050,0.000100,,,,,
266,19,caught,-91.8,48.2,98.2,0.0000,150.7537,0.0195,-0.0006,65.9833,0.5254,0.0017,2.7756,0.7526,0.000050,0.000100,,,,,
267,1,caught,-100.0,50.0,100.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
268,11,caught,-95.0,49.0,99.0,0.0000,261.0582,0.1043,-0.0005,114.7538,0.6681,-0.0006,4.6855,0.8829,0.000050,0.000100,,,,,
269,2,escaped,100.9,-50.1,-50.1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
270,55,escaped,96.0,-55.4,-55.4,0.0002,9.8378,0.1485,-0.0001,0.5427,0.4061,-0.0003,0.4832,0.7536,0.000050,0.000100,,,,,
271,22,escaped,116.9,-52.1,-52.1,-0.0001,0.0276,0.0535,-0.0018,0.0534,0.3361,-0.0033,0.0311,0.5963,0.000050,0.000100,,,,,
272,22,escaped,105.6,-52.1,-52.1,0.0000,10.8554,0.0914,-0.0023,0.0570,0.3757,-0.0034,0.0360,0.7102,0.000050,0.000100,,,,,
273,102,escaped,102.9,-60.1,-60.1,-0.0157,2.2618,0.2222,-0.0013,0.4483,0.2730,0.0182,0.6116,0.7045,0.000050,0.000100,,,,,
274,34,caught,-90.3,46.7,96.7,-0.0000,84.3134,0.0801,-0.0002,37.0406,0.2773,-0.0006,1.4853,0.6477,0.000050,0.000100,,,,,
275,22,escaped,101.6,-52.1,-52.1,-0.0000,14.5290,0.0435,-0.0015,0.0681,0.4517,-0.0092,0.0323,0.8597,0.000050,0.000100,,,,,
276,8,caught,-97.7,99.3,49.3,-0.0028,336.4922,0.0936,0.0005,564.1370,0.8400,0.0035,160.6145,0.9590,0.000050,0.000100,,,,,
277,53,escaped,93.5,-55.2,-55.2,0.0000,4.8186,0.1443,0.0000,0.6185,0.2793,0.0031,0.4998,0.8842,0.000050,0.000100,,,,,
278,12,escaped,107.9,-51.1,-51.1,0.0000,15.2187,0.1319,-0.0069,0.0470,0.7173,-0.0036,0.0752,0.9061,0.000050,0.000100,,,,,
279,10,escaped,106.1,-50.9,-50.9,-0.0000,0.2701,0.0259,-0.0068,0.0523,0.6727,-0.0137,0.0858,0.9350,0.000050,0.000100,,,,,
280,51,escaped,105.0,-55.0,-55.0,-0.0006,0.8997,0.0973,-0.0026,0.2906,0.2583,0.0014,0.3532,0.7767,0.000050,0.000100,,,,,
281,3,caught,-102.2,49.8,99.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
282,12,escaped,109.9,-51.1,-51.1,0.0001,0.0661,0.0715,0.0029,0.1984,0.3269,0.0006,0.0678,0.8560,0.000050,0.000100,,,,,
283,26,escaped,112.5,-52.5,-52.5,0.0000,0.7156,0.0737,-0.0020,0.2426,0.3900,-0.0059,0.0775,0.8113,0.000050,0.000100,,,,,
284,3,escaped,101.8,-50.2,-50.2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
285,21,caught,-97.3,48.0,98.0,-0.0000,59.1562,0.0713,0.0001,58.5596,0.2534,0.0016,2.3905,0.6293,0.000050,0.000100,,,,,
286,27,caught,-97.9,47.4,97.4,-0.0000,210.6028,0.0366,-0.0006,86.8031,0.2806,-0.0013,334.8338,0.6472,0.000050,0.000100,,,,,
287,18,escaped,113.3,-51.7,-51.7,0.0000,0.0942,0.0916,-0.0054,0.0342,0.6256,-0.0048,0.0454,0.9179,0.000050,0.000100,,,,,
288,1,escaped,100.0,-50.0,-50.0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
289,15,escaped,112.6,-51.4,-51.4,-0.0000,0.0452,0.0812,-0.0089,0.0341,0.6653,0.0062,0.0647,0.9323,0.000050,0.000100,,,,,
290,30,escaped,99.5,-52.9,-52.9,-0.0014,17.6626,0.1262,-0.0013,0.8199,0.2675,0.0042,195.9321,0.7262,0.000050,0.000100,,,,,
291,19,escaped,116.2,-51.8,-51.8,-0.0001,0.1470,0.1024,0.0003,0.3124,0.3030,-0.0029,0.0559,0.5888,0.000050,0.000100,,,,,
292,54,escaped,101.7,-55.3,-55.3,0.0001,1.9193,0.0429,0.0001,0.6797,0.2594,-0.0024,0.5339,0.8011,0.000050,0.000100,,,,,
293,12,escaped,105.9,-51.1,-51.1,-0.0000,0.0273,0.0550,-0.0069,0.0600,0.3835,-0.0015,0.0319,0.7572,0.000050,0.000100,,,,,
294,4,escaped,102.7,-50.3,-50.3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
295,12,escaped,109.9,-51.1,-51.1,-0.0001,0.0655,0.0686,-0.0069,0.0107,0.3611,0.0005,0.0353,0.7766,0.000050,0.000100,,,,,
296,12,escaped,107.9,-51.1,-51.1,-0.0081,0.0454,0.2538,-0.0025,0.0212,0.3759,-0.0122,0.0112,0.8339,0.000050,0.000100,,,,,
297,60,escaped,101.1,-55.9,-55.9,0.0000,1.6046,0.0081,0.0006,0.5630,0.2656,0.0052,0.5036,0.7024,0.000050,0.000100,,,,,
298,3,caught,-98.2,99.8,49.8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
299,16,caught,-92.5,48.5,98.5,0.0001,177.5415,0.1701,-0.0004,78.3058,0.2925,0.0002,3.0415,0.8240,0.000050,0.000100,,,,,
300,12,escaped,109.9,-51.1,-51.1,-0.0003,0.0187,0.1317,-0.0005,0.0256,0.3341,0.0032,0.1842,0.8139,0.000050,0.000100,,,,,
301,11,escaped,105.0,-51.0,-51.0,0.0000,0.5018,0.0507,-0.0015,0.0530,0.5678,-0.0223,0.0867,0.9096,0.000050,0.000100,,,,,
302,53,escaped,98.8,-55.2,-55.2,-0.0003,1.0858,0.1781,-0.0003,0.5573,0.2573,-0.0030,0.5936,0.8819,0.000050,0.000100,,,,,
303,14,escaped,105.7,-51.3,-51.3,-0.0039,0.0494,0.1283,-0.0009,0.0262,0.3078,-0.0018,0.0287,0.8449,0.000050,0.000100,,,,,
304,7,escaped,105.4,-50.6,-50.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
305,45,caught,-117.0,45.6,95.6,-0.0000,133.1183,0.1218,0.0002,29.5326,0.2786,0.0001,8.6693,0.7787,0.000050,0.000100,,,,,
306,14,caught,-105.6,98.7,48.7,-0.0010,201.5024,0.0491,0.0002,318.2093,0.7363,0.0003,91.3314,0.9451,0.000050,0.000100,,,,,
307,23,escaped,106.5,-52.2,-52.2,0.0000,10.9684,0.0514,0.0001,0.0483,0.2818,-0.0026,0.0458,0.7107,0.000050,0.000100,,,,,
308,52,escaped,101.9,-55.1,-55.1,-0.0007,1.2861,0.3714,0.0001,0.6062,0.2215,0.0004,0.5441,0.8696,0.000050,0.000100,,,,,
309,32,escaped,113.9,-53.1,-53.1,0.0001,0.5905,0.0843,0.0001,0.1180,0.2448,-0.0082,0.2141,0.6586,0.000050,0.000100,,,,,
310,6,caught,-97.5,49.5,99.5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
311,53,escaped,102.8,-55.2,-55.2,0.0006,7.5109,0.3049,0.0006,0.4400,0.3200,0.0023,0.5760,0.8775,0.000050,0.000100,,,,,
312,11,caught,-93.0,49.0,99.0,-0.0000,485.4130,0.0449,-0.0000,117.4928,0.4158,0.0002,462.6562,0.7711,0.000050,0.000100,,,,,
313,55,escaped,105.7,-55.4,-55.4,-0.0000,16.0441,0.2035,-0.0001,0.4457,0.2115,0.0000,62.9734,0.6951,0.000050,0.000100,,,,,
314,14,escaped,111.7,-51.3,-51.3,-0.0005,0.1504,0.1275,-0.0042,0.0567,0.2654,-0.0002,0.0286,0.7613,0.000050,0.000100,,,,,
315,24,caught,-95.3,47.7,97.7,-0.0008,156.5993,0.0710,-0.0017,68.9930,0.2266,-0.0063,4.2259,0.5014,0.000050,0.000100,,,,,
316,9,escaped,107.2,-50.8,-50.8,-0.0000,0.0531,0.0330,-0.0018,0.1355,0.5194,-0.0202,0.0984,0.8979,0.000050,0.000100,,,,,
317,15,escaped,112.6,-51.4,-51.4,-0.0002,0.0380,0.0748,-0.0013,0.0633,0.2892,0.0028,0.0566,0.7790,0.000050,0.000100,,,,,
318,4,trap,-51.3,-0.4,-0.4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
319,19,escaped,116.2,-51.8,-51.8,-0.0001,0.1686,0.0931,0.0007,0.0522,0.2266,-0.0168,0.0122,0.6904,0.000050,0.000100,,,,,
320,58,escaped,98.7,-55.7,-55.7,0.0001,6.0613,0.0207,-0.0009,0.4482,0.7647,0.0002,0.4528,0.9617,0.000050,0.000100,,,,,
321,14,escaped,107.7,-51.3,-51.3,-0.0000,0.1048,0.0545,-0.0002,0.0335,0.2350,-0.0143,0.0195,0.8506,0.000050,0.000100,,,,,
322,5,caught,-96.4,49.6,99.6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000050,0.000100,,,,,
323,9,escaped,105.2,-50.8,-50.8,-0.0029,0.0293,0.1175,-0.0018,0.0338,0.2680,-0.0043,0.0855,0.9046,0.000050,0.000100,,,,,
324,24,caught,-102.4,47.7,97.7,-0.0013,251.5794,0.1811,0.0001,53.2451,0.2050,0.0026,612.1919,0.8392,0.000050,0.000100,,,,,
325,11,escaped,105.0,-51.0,-51.0,-0.0001,0.1397,0.0644,-0.0047,0.0957,0.5387,0.0006,0.0913,0.9458,0.000050,0.000100,,,,,
326,17,escaped,106.4,-51.6,-51.6,0.0000,0.1722,0.0418,-0.0013,0.2605,0.2669,-0.0032,0.0493,0.8179,0.000050,0.000100,,,,,
327,19,escaped,112.2,-51.8,-51.8,-0.0004,0.0670,0.0792,0.0003,0.0435,0.5292,-0.0099,0.0318,0.9577,0.000050,0.000100,,,,,
328,18,escaped,107.3,-51.7,-51.7,-0.0001,0.0513,0.0567,-0.0064,0.0251,0.4930,-0.0032,0.0244,0.9509,0.000050,0.000100,,,,,
329,8,escaped,104.3,-50.7,-50.7,-0.0006,642.0769,0.1285,-0.0070,267.9467,0.4386,-0.0094,247.4788,0.8493,0.000050,0.000100,,,,,
330,16,escaped,109.5,-51.5,-51.5,-0.0003,0.1187,0.0648,-0.0109,0.0503,0.3446,0.0012,0.0136,0.8852,0.000050,0.000100,,,,,
331,60,caught,-100.9,44.1,94.1,-0.0001,19.1215,0.0343,-0.0002,21.2759,0.3141,0.0007,1.3207,0.8996,0.000050,0.000100,,,,,
332,19,escaped,116.2,-51.8,-51.8,0.0000,0.0879,0.1000,-0.0006,0.0953,0.2405,-0.0046,0.0294,0.7631,0.000050,0.000100,,,,,
