episode,ep_reward,ep_length,reached_goal,pg_loss,vf_loss,entropy,clip_frac,lr,ent_coef,eval_avg_reward,eval_success_rate
334,-120.6,200,0,-0.0057,26.8627,1.2436,0.000,0.000270,0.01788,,
335,-119.9,200,0,-0.0225,25.6623,1.2281,0.001,0.000270,0.01788,,
336,98.7,44,1,0.0011,167.5516,1.3232,0.000,0.000270,0.01787,,
337,47.6,142,1,-0.0035,75.3588,1.2345,0.000,0.000270,0.01787,,
338,83.0,65,1,-0.0033,105.8051,1.2918,0.000,0.000270,0.01786,,
339,105.0,31,1,-0.0006,222.5760,1.3342,0.000,0.000269,0.01785,,
340,74.9,121,1,0.0065,64.0106,1.2887,0.000,0.000269,0.01785,,
341,38.5,177,1,0.0014,61.4426,1.2635,0.000,0.000269,0.01784,,
342,92.5,103,1,0.0168,55.5172,1.2722,0.000,0.000269,0.01783,,
343,97.2,103,1,-0.0045,76.2864,1.2574,0.000,0.000269,0.01783,,
344,54.8,121,1,-0.0062,67.7174,1.2846,0.000,0.000269,0.01782,,
345,100.6,72,1,-0.0277,94.0284,1.2970,0.000,0.000269,0.01782,,
346,60.1,138,1,0.0467,35.7782,1.3714,0.000,0.000269,0.01781,,
347,-57.8,200,0,0.0030,17.8055,1.3259,0.067,0.000269,0.01780,,
348,91.8,20,1,0.0006,271.1344,1.3490,0.000,0.000269,0.01780,,
349,-83.9,200,0,-0.0016,17.5540,1.2397,0.001,0.000269,0.01779,,
350,98.0,200,1,-0.0012,162.7760,1.3186,0.000,0.000268,0.01778,-215.4,0.00
351,100.0,21,1,-0.0003,292.3416,1.3390,0.000,0.000268,0.01778,,
352,68.6,63,1,0.0008,115.6795,1.3347,0.000,0.000268,0.01777,,
353,97.3,35,1,0.0001,203.2897,1.1885,0.000,0.000268,0.01776,,
354,42.5,174,1,-0.0111,53.0113,1.1878,0.000,0.000268,0.01776,,
355,98.5,26,1,-0.0001,204.1149,1.3143,0.000,0.000268,0.01775,,
356,98.7,24,1,0.0017,258.1769,1.2169,0.000,0.000268,0.01775,,
357,-108.6,200,0,-0.0505,28.4338,1.2150,0.000,0.000268,0.01774,,
358,-87.9,200,0,-0.0173,15.4351,1.1503,0.054,0.000268,0.01773,,
359,77.9,86,1,-0.0228,69.4212,1.2780,0.000,0.000268,0.01773,,
360,63.5,107,1,-0.0072,63.4503,1.2274,0.000,0.000268,0.01772,,
361,90.3,62,1,0.0011,101.3259,1.2439,0.000,0.000268,0.01771,,
362,-57.9,200,0,0.0414,6.5644,1.1662,0.495,0.000267,0.01771,,
363,64.8,67,1,-0.0010,93.5434,1.3943,0.000,0.000267,0.01770,,
364,99.5,16,1,0.0002,347.0542,1.3014,0.000,0.000267,0.01769,,
365,-104.0,200,0,-0.0300,18.0443,1.2148,0.106,0.000267,0.01769,,
366,80.4,111,1,0.0022,71.5814,1.3365,0.000,0.000267,0.01768,,
367,-68.5,200,0,-0.0061,35.1220,1.2526,0.001,0.000267,0.01768,,
368,84.8,90,1,-0.0326,74.9956,1.3184,0.000,0.000267,0.01767,,
369,100.7,4,1,0.0000,0.0000,0.0000,0.000,0.000267,0.01766,,
370,100.1,7,1,0.0000,0.0000,0.0000,0.000,0.000267,0.01766,,
371,101.8,3,1,0.0000,0.0000,0.0000,0.000,0.000267,0.01765,,
372,-76.5,200,0,0.0268,16.6676,1.2322,0.003,0.000267,0.01764,,
373,-80.6,200,0,-0.0262,14.0215,1.1976,0.004,0.000266,0.01764,,
374,101.2,26,1,-0.0017,267.0713,1.3239,0.000,0.000266,0.01763,,
375,95.4,52,1,0.0001,130.1200,1.3179,0.000,0.000266,0.01763,,
376,100.9,2,1,0.0000,0.0000,0.0000,0.000,0.000266,0.01762,,
377,108.3,28,1,0.0007,262.0485,1.3087,0.000,0.000266,0.01761,,
378,77.5,110,1,0.0065,60.1191,1.2525,0.000,0.000266,0.01761,,
379,-119.3,200,0,0.0101,31.3559,1.1923,0.000,0.000266,0.01760,,
380,17.2,169,1,-0.0008,54.2713,1.1873,0.000,0.000266,0.01759,,
381,98.0,61,1,-0.0002,135.0128,1.2650,0.000,0.000266,0.01759,,
382,93.4,21,1,0.0000,293.3953,1.2701,0.000,0.000266,0.01758,,
383,-124.0,200,0,0.0160,30.0673,1.1767,0.000,0.000266,0.01757,,
384,105.3,58,1,-0.0000,145.2324,1.2541,0.000,0.000265,0.01757,,
385,96.9,22,1,-0.0000,274.2938,1.3472,0.000,0.000265,0.01756,,
386,26.0,178,1,-0.0036,56.7084,1.1994,0.000,0.000265,0.01756,,
387,102.6,55,1,-0.0008,151.6734,1.2736,0.000,0.000265,0.01755,,
388,98.9,22,1,0.0001,308.9885,1.3154,0.000,0.000265,0.01754,,
389,51.0,105,1,0.0144,69.4136,1.2465,0.000,0.000265,0.01754,,
390,71.7,71,1,-0.0020,100.8563,1.2962,0.000,0.000265,0.01753,,
391,103.9,12,1,0.0018,513.4198,1.3168,0.000,0.000265,0.01752,,
392,72.9,119,1,0.0031,60.1299,1.2204,0.000,0.000265,0.01752,,
393,84.6,52,1,0.0014,107.8591,1.3270,0.000,0.000265,0.01751,,
394,76.2,93,1,-0.0065,76.0790,1.2881,0.002,0.000265,0.01750,,
395,101.8,3,1,0.0000,0.0000,0.0000,0.000,0.000264,0.01750,,
396,70.9,107,1,0.0040,56.4846,1.3232,0.000,0.000264,0.01749,,
397,68.2,93,1,0.0274,57.1350,1.2956,0.000,0.000264,0.01749,,
398,63.2,114,1,0.0041,51.4608,1.3459,0.000,0.000264,0.01748,,
399,58.9,119,1,0.0026,55.7895,1.2787,0.000,0.000264,0.01747,,
400,98.7,200,1,-0.0046,256.3381,1.4158,0.000,0.000264,0.01747,-79.8,0.00
401,89.5,93,1,0.0140,67.6066,1.3629,0.000,0.000264,0.01746,,
402,-82.6,200,0,0.0727,13.8633,1.2723,0.000,0.000264,0.01745,,
403,103.2,29,1,-0.0018,208.1669,1.3887,0.000,0.000264,0.01745,,
404,-109.3,200,0,-0.0989,26.5244,1.2426,0.000,0.000264,0.01744,,
405,-96.0,200,0,-0.0255,17.4993,1.2468,0.002,0.000264,0.01743,,
406,-103.3,200,0,-0.0212,15.2832,1.2194,0.025,0.000263,0.01743,,
407,-110.0,200,0,-0.0449,27.7479,1.2033,0.000,0.000263,0.01742,,
408,96.0,58,1,-0.0006,143.3625,1.2525,0.000,0.000263,0.01742,,
409,-106.6,200,0,0.0346,20.3144,1.1887,0.068,0.000263,0.01741,,
410,-117.3,200,0,-0.0225,22.4113,1.1256,0.080,0.000263,0.01740,,
411,69.6,42,1,-0.0004,183.1302,1.1531,0.000,0.000263,0.01740,,
412,93.6,22,1,-0.0015,394.1124,1.2387,0.000,0.000263,0.01739,,
413,84.4,54,1,-0.0022,182.4303,1.1456,0.000,0.000263,0.01738,,
414,89.8,23,1,-0.0035,364.8759,1.1671,0.000,0.000263,0.01738,,
415,97.4,7,1,0.0000,0.0000,0.0000,0.000,0.000263,0.01737,,
416,96.0,38,1,-0.0015,214.9479,1.2594,0.000,0.000263,0.01737,,
417,106.8,33,1,-0.0019,299.5776,1.2518,0.000,0.000262,0.01736,,
418,-22.9,200,1,0.0314,65.2417,1.1256,0.000,0.000262,0.01735,,
419,59.2,86,1,0.0250,77.0165,1.2787,0.000,0.000262,0.01735,,
420,-8.5,173,1,-0.0071,68.2604,1.2121,0.000,0.000262,0.01734,,
421,83.1,60,1,-0.0009,128.0727,1.2170,0.000,0.000262,0.01733,,
422,94.3,28,1,-0.0001,237.8765,1.2967,0.000,0.000262,0.01733,,
423,76.3,68,1,-0.0075,105.0067,1.2198,0.000,0.000262,0.01732,,
424,22.1,150,1,-0.0160,90.8537,1.2272,0.000,0.000262,0.01731,,
425,90.4,17,1,-0.0008,361.2030,1.2559,0.000,0.000262,0.01731,,
426,88.0,81,1,0.0151,79.0258,1.2522,0.000,0.000262,0.01730,,
427,78.8,53,1,-0.0008,172.4595,1.2266,0.000,0.000262,0.01730,,
428,100.5,6,1,0.0000,0.0000,0.0000,0.000,0.000261,0.01729,,
429,18.3,145,1,0.0174,62.3785,1.1913,0.000,0.000261,0.01728,,
430,99.7,54,1,-0.0005,192.8101,1.2557,0.000,0.000261,0.01728,,
431,110.8,33,1,-0.0007,318.7868,1.2680,0.000,0.000261,0.01727,,
432,96.2,36,1,0.0004,177.9416,1.3857,0.000,0.000261,0.01726,,
433,80.3,68,1,-0.0105,112.3444,1.2703,0.000,0.000261,0.01726,,
434,105.2,29,1,0.0008,253.3819,1.4080,0.000,0.000261,0.01725,,
435,49.3,106,1,0.0040,75.9469,1.3182,0.003,0.000261,0.01724,,
436,104.9,39,1,0.0010,220.9040,1.3155,0.000,0.000261,0.01724,,
437,92.7,61,1,0.0006,109.5372,1.3110,0.000,0.000261,0.01723,,
438,77.5,101,1,-0.0018,75.2614,1.3364,0.000,0.000261,0.01723,,
439,90.4,88,1,0.0074,79.4605,1.3761,0.000,0.000260,0.01722,,
440,99.6,5,1,0.0000,0.0000,0.0000,0.000,0.000260,0.01721,,
441,47.3,183,1,0.0038,41.5010,1.3372,0.000,0.000260,0.01721,,
442,90.6,86,1,0.0303,57.1957,1.3883,0.000,0.000260,0.01720,,
443,34.9,164,1,-0.0073,48.3956,1.3616,0.000,0.000260,0.01719,,
444,46.2,144,1,0.0481,41.4056,1.3187,0.000,0.000260,0.01719,,
445,102.7,4,1,0.0000,0.0000,0.0000,0.000,0.000260,0.01718,,
446,53.7,125,1,-0.0014,50.7374,1.2861,0.000,0.000260,0.01718,,
447,101.4,4,1,0.0000,0.0000,0.0000,0.000,0.000260,0.01717,,
448,27.9,163,1,-0.0166,62.4441,1.2922,0.000,0.000260,0.01716,,
449,101.3,15,1,0.0014,369.9234,1.3304,0.000,0.000260,0.01716,,
450,-67.1,200,0,-0.0796,16.9082,1.3975,0.000,0.000259,0.01715,-190.8,0.00
451,90.3,28,1,0.0016,195.0618,1.3965,0.000,0.000259,0.01714,,
452,99.6,22,1,-0.0001,248.5841,1.4036,0.000,0.000259,0.01714,,
453,-94.0,200,0,-0.0339,18.8169,1.2999,0.000,0.000259,0.01713,,
454,-47.1,200,0,0.0181,15.0274,1.3953,0.039,0.000259,0.01712,,
455,-79.8,200,0,0.0315,20.7387,1.3378,0.021,0.000259,0.01712,,
456,106.7,24,1,-0.0010,262.5555,1.4424,0.000,0.000259,0.01711,,
457,-130.6,200,0,-0.0116,32.2741,1.1865,0.000,0.000259,0.01711,,
458,99.7,25,1,-0.0008,240.2935,1.4359,0.000,0.000259,0.01710,,
459,-117.2,200,0,0.0074,35.8204,1.2040,0.000,0.000259,0.01709,,
460,104.0,21,1,0.0009,355.8869,1.3040,0.000,0.000259,0.01709,,
461,95.6,19,1,-0.0000,347.6499,1.2774,0.000,0.000259,0.01708,,
462,96.2,38,1,-0.0002,172.6118,1.3632,0.000,0.000258,0.01707,,
463,-131.2,200,0,-0.0184,33.4721,1.1984,0.000,0.000258,0.01707,,
464,95.4,7,1,0.0000,0.0000,0.0000,0.000,0.000258,0.01706,,
465,95.4,35,1,0.0004,208.3217,1.3058,0.000,0.000258,0.01706,,
466,100.6,32,1,-0.0000,236.4489,1.2902,0.000,0.000258,0.01705,,
467,91.2,66,1,-0.0033,113.1704,1.3117,0.000,0.000258,0.01704,,
468,-117.8,200,0,0.0408,25.8648,1.2113,0.000,0.000258,0.01704,,
469,83.3,46,1,-0.0003,151.8010,1.3121,0.000,0.000258,0.01703,,
470,97.9,60,1,-0.0002,134.6625,1.4014,0.000,0.000258,0.01702,,
471,92.4,48,1,0.0002,151.2365,1.3540,0.000,0.000258,0.01702,,
472,58.1,83,1,0.0513,61.6592,1.3664,0.000,0.000258,0.01701,,
473,56.4,150,1,0.0002,61.0199,1.3474,0.000,0.000257,0.01700,,
474,87.6,62,1,0.0001,114.7994,1.4078,0.000,0.000257,0.01700,,
475,51.6,138,1,0.0104,43.1696,1.4003,0.000,0.000257,0.01699,,
476,-105.2,200,0,0.0377,22.7500,1.2929,0.000,0.000257,0.01699,,
477,-107.2,200,0,-0.0272,20.1092,1.2510,0.020,0.000257,0.01698,,
478,98.4,28,1,0.0002,210.8925,1.4412,0.000,0.000257,0.01697,,
479,-126.4,200,0,0.0203,30.5408,1.1896,0.000,0.000257,0.01697,,
480,-147.2,200,0,0.0392,26.7018,1.1700,0.000,0.000257,0.01696,,
481,-128.4,200,0,-0.0273,33.3348,1.2298,0.045,0.000257,0.01695,,
482,-112.4,200,0,0.0169,27.9032,1.2317,0.148,0.000257,0.01695,,
483,-116.5,200,0,-0.0055,22.1859,1.1563,0.135,0.000257,0.01694,,
484,51.0,102,1,0.0050,97.2634,1.1838,0.000,0.000256,0.01693,,
485,23.9,123,1,0.0009,109.0099,1.1521,0.000,0.000256,0.01693,,
486,-121.3,200,0,0.0436,32.9453,1.1609,0.105,0.000256,0.01692,,
487,-0.5,190,1,-0.0113,79.4214,1.1595,0.000,0.000256,0.01692,,
488,48.1,121,1,0.0002,76.9660,1.2371,0.000,0.000256,0.01691,,
489,100.5,23,1,-0.0006,441.3126,1.2680,0.000,0.000256,0.01690,,
490,110.9,39,1,-0.0005,375.1976,1.2527,0.000,0.000256,0.01690,,
491,102.7,21,1,-0.0008,456.4139,1.3042,0.000,0.000256,0.01689,,
492,-124.0,200,0,0.0147,39.8985,1.1737,0.000,0.000256,0.01688,,
493,104.5,26,1,0.0024,407.5239,1.2961,0.000,0.000256,0.01688,,
494,41.4,124,1,-0.0045,89.0971,1.2561,0.000,0.000256,0.01687,,
495,99.9,66,1,0.0018,175.3631,1.3097,0.000,0.000255,0.01687,,
496,-127.2,200,0,-0.0477,35.1147,1.2000,0.045,0.000255,0.01686,,
497,104.2,47,1,-0.0000,277.9678,1.2983,0.000,0.000255,0.01685,,
498,103.1,37,1,0.0001,328.5211,1.3237,0.000,0.000255,0.01685,,
499,-104.6,200,0,0.0082,24.2843,1.1424,0.436,0.000255,0.01684,,
500,72.6,200,1,-0.0026,89.5600,1.3005,0.000,0.000255,0.01683,-145.2,0.10
501,95.0,45,1,0.0011,172.7674,1.3520,0.000,0.000255,0.01683,,
502,87.8,20,1,-0.0005,320.6369,1.3343,0.000,0.000255,0.01682,,
503,-64.5,200,0,0.0383,22.2612,1.3639,0.000,0.000255,0.01681,,
504,88.0,81,1,-0.0152,118.3361,1.3707,0.000,0.000255,0.01681,,
505,76.3,136,1,-0.0254,63.3592,1.3872,0.000,0.000255,0.01680,,
506,95.7,11,1,0.0025,379.9722,1.4176,0.000,0.000254,0.01680,,
507,81.8,60,1,0.0002,119.5004,1.3623,0.000,0.000254,0.01679,,
508,96.4,28,1,0.0016,185.3487,1.4762,0.000,0.000254,0.01678,,
509,88.7,78,1,-0.0028,100.9558,1.4132,0.000,0.000254,0.01678,,
510,63.0,181,1,-0.0012,40.1696,1.4623,0.005,0.000254,0.01677,,
511,92.1,64,1,-0.0000,124.0890,1.4336,0.000,0.000254,0.01676,,
512,-47.1,200,0,0.0072,33.5408,1.4547,0.019,0.000254,0.01676,,
513,104.1,121,1,-0.0004,86.3442,1.4881,0.000,0.000254,0.01675,,
514,49.1,192,1,0.0010,68.9058,1.4328,0.000,0.000254,0.01674,,
515,103.4,29,1,-0.0003,173.9003,1.4966,0.000,0.000254,0.01674,,
516,-79.0,200,0,0.0895,18.4609,1.3462,0.000,0.000254,0.01673,,
517,71.5,137,1,0.0372,45.5917,1.4430,0.000,0.000253,0.01673,,
518,75.1,91,1,-0.0228,85.7854,1.3621,0.000,0.000253,0.01672,,
519,100.0,1,1,0.0000,0.0000,0.0000,0.000,0.000253,0.01671,,
520,46.3,122,1,0.0019,66.9678,1.3791,0.000,0.000253,0.01671,,
521,-44.5,200,0,-0.0016,32.7560,1.5130,0.000,0.000253,0.01670,,
522,81.8,71,1,-0.0394,100.6796,1.5025,0.000,0.000253,0.01669,,
523,86.0,136,1,0.0149,71.8511,1.5149,0.000,0.000253,0.01669,,
524,56.5,158,1,0.0185,39.0650,1.4674,0.005,0.000253,0.01668,,
525,-42.6,200,0,-0.0192,13.6381,1.4818,0.000,0.000253,0.01668,,
526,-34.2,200,0,-0.0146,14.9161,1.5410,0.000,0.000253,0.01667,,
527,42.4,153,1,0.0037,55.7670,1.5109,0.006,0.000253,0.01666,,
528,60.8,84,1,-0.0037,86.9529,1.2458,0.000,0.000252,0.01666,,
529,98.9,2,1,0.0000,0.0000,0.0000,0.000,0.000252,0.01665,,
530,99.4,7,1,0.0000,0.0000,0.0000,0.000,0.000252,0.01664,,
531,108.6,26,1,0.0017,264.6497,1.4635,0.000,0.000252,0.01664,,
532,99.5,10,1,0.0016,436.4461,1.5466,0.000,0.000252,0.01663,,
533,96.5,43,1,0.0012,167.4472,1.3996,0.000,0.000252,0.01662,,
534,71.4,94,1,0.0292,57.6514,1.3614,0.000,0.000252,0.01662,,
535,-105.5,200,0,-0.0186,21.8814,1.2893,0.000,0.000252,0.01661,,
536,86.0,56,1,-0.0024,90.7834,1.5234,0.000,0.000252,0.01661,,
537,73.3,63,1,-0.0008,119.6542,1.4204,0.000,0.000252,0.01660,,
538,82.1,46,1,-0.0007,107.3461,1.5166,0.000,0.000252,0.01659,,
539,103.5,27,1,0.0025,212.3843,1.4768,0.000,0.000251,0.01659,,
540,101.1,28,1,0.0029,203.0669,1.4941,0.000,0.000251,0.01658,,
541,-116.4,200,0,-0.0667,26.8413,1.3150,0.000,0.000251,0.01657,,
542,98.0,46,1,-0.0012,122.7979,1.4615,0.000,0.000251,0.01657,,
543,97.4,21,1,-0.0005,223.1443,1.5313,0.000,0.000251,0.01656,,
544,96.4,42,1,0.0014,114.6886,1.5139,0.000,0.000251,0.01655,,
545,68.3,134,1,0.0032,55.5782,1.5298,0.000,0.000251,0.01655,,
546,86.5,67,1,0.0193,68.6228,1.5371,0.000,0.000251,0.01654,,
547,24.5,188,1,-0.0011,46.1194,1.3523,0.000,0.000251,0.01654,,
548,79.0,81,1,0.0377,45.4506,1.4985,0.000,0.000251,0.01653,,
549,90.7,88,1,0.0283,46.6106,1.4970,0.000,0.000251,0.01652,,
550,82.5,200,1,0.0024,44.7952,1.5095,0.000,0.000250,0.01652,-131.9,0.00
551,90.5,86,1,0.0256,46.6790,1.5078,0.000,0.000250,0.01651,,
552,-60.6,200,0,0.0127,32.4711,1.4965,0.000,0.000250,0.01650,,
553,47.8,169,1,-0.0124,37.6415,1.4301,0.000,0.000250,0.01650,,
554,93.9,53,1,0.0010,104.5886,1.5287,0.000,0.000250,0.01649,,
555,62.4,127,1,0.0004,46.2902,1.5247,0.000,0.000250,0.01648,,
556,100.3,8,1,0.0010,522.5997,1.5035,0.000,0.000250,0.01648,,
557,76.3,95,1,0.0179,50.4614,1.4843,0.000,0.000250,0.01647,,
558,-68.4,200,0,-0.0421,16.7781,1.4543,0.000,0.000250,0.01647,,
559,80.8,115,1,-0.0109,48.3945,1.5256,0.000,0.000250,0.01646,,
560,88.0,56,1,0.0004,84.7502,1.5196,0.000,0.000250,0.01645,,
561,93.8,36,1,0.0005,123.8475,1.4922,0.000,0.000250,0.01645,,
562,-73.5,200,0,-0.0223,16.0181,1.5293,0.002,0.000249,0.01644,,
563,99.0,72,1,0.0813,54.8541,1.4940,0.000,0.000249,0.01643,,
564,102.3,42,1,0.0011,130.4551,1.5178,0.000,0.000249,0.01643,,
565,100.1,63,1,0.0017,93.6133,1.4740,0.000,0.000249,0.01642,,
566,83.7,50,1,0.0013,96.5935,1.5045,0.000,0.000249,0.01642,,
567,79.2,157,1,-0.0044,39.9763,1.4948,0.000,0.000249,0.01641,,
568,-93.5,200,0,-0.0278,12.9446,1.4056,0.001,0.000249,0.01640,,
569,45.2,170,1,-0.0048,40.0217,1.4458,0.001,0.000249,0.01640,,
570,98.6,9,1,-0.0006,496.8250,1.5346,0.000,0.000249,0.01639,,
571,22.2,172,1,0.0021,44.8826,1.2745,0.007,0.000249,0.01638,,
572,67.8,107,1,0.0065,54.1667,1.3743,0.000,0.000249,0.01638,,
573,103.8,23,1,0.0003,250.4228,1.4976,0.000,0.000248,0.01637,,
574,-117.1,200,0,0.0245,26.6916,1.4189,0.045,0.000248,0.01636,,
575,90.8,66,1,0.0009,81.9771,1.5007,0.000,0.000248,0.01636,,
576,72.5,155,1,0.0018,44.5187,1.4153,0.000,0.000248,0.01635,,
577,106.4,25,1,0.0038,233.1253,1.5335,0.000,0.000248,0.01635,,
578,100.6,39,1,0.0037,137.2045,1.5067,0.000,0.000248,0.01634,,
579,97.5,24,1,0.0010,180.6969,1.5503,0.000,0.000248,0.01633,,
580,-119.0,200,0,0.0512,28.7392,1.2173,0.000,0.000248,0.01633,,
581,62.9,92,1,-0.0087,81.1480,1.4052,0.000,0.000248,0.01632,,
582,97.4,43,1,0.0006,112.4683,1.5297,0.000,0.000248,0.01631,,
583,40.9,132,1,-0.0036,58.7393,1.4361,0.000,0.000248,0.01631,,
584,45.2,196,1,-0.0059,33.7906,1.3837,0.000,0.000247,0.01630,,
585,83.0,100,1,0.0079,46.6211,1.5244,0.000,0.000247,0.01630,,
586,76.7,134,1,-0.0025,49.4483,1.3966,0.000,0.000247,0.01629,,
587,88.0,42,1,0.0005,129.5261,1.5108,0.000,0.000247,0.01628,,
588,85.2,101,1,0.0233,58.0386,1.5250,0.000,0.000247,0.01628,,
589,96.8,24,1,0.0013,190.6806,1.4624,0.000,0.000247,0.01627,,
590,87.9,63,1,0.0014,84.1182,1.4251,0.000,0.000247,0.01626,,
591,-62.7,200,0,-0.0259,13.7144,1.4434,0.000,0.000247,0.01626,,
592,-66.1,200,0,0.0032,10.9935,1.4204,0.001,0.000247,0.01625,,
593,-98.3,200,0,-0.0608,16.7899,1.2500,0.036,0.000247,0.01624,,
594,104.4,73,1,-0.0570,120.0111,1.4408,0.000,0.000247,0.01624,,
595,105.1,14,1,0.0013,407.4564,1.4192,0.000,0.000246,0.01623,,
596,52.3,124,1,-0.0021,63.3481,1.2836,0.000,0.000246,0.01623,,
597,84.7,96,1,0.0080,58.7811,1.5033,0.000,0.000246,0.01622,,
598,13.2,157,1,-0.0158,66.8601,1.1935,0.000,0.000246,0.01621,,
599,105.2,37,1,-0.0004,164.4751,1.4675,0.000,0.000246,0.01621,,
600,-78.1,200,0,-0.0241,24.2103,1.2592,0.000,0.000246,0.01620,-180.0,0.00
601,43.4,112,1,0.0040,64.1300,1.2078,0.000,0.000246,0.01619,,
602,-6.7,180,1,-0.0045,57.5698,1.1743,0.000,0.000246,0.01619,,
603,102.1,42,1,-0.0008,147.3585,1.5351,0.000,0.000246,0.01618,,
604,105.4,32,1,0.0005,184.3210,1.4529,0.000,0.000246,0.01617,,
605,-79.8,200,0,-0.0226,24.0167,1.4711,0.000,0.000246,0.01617,,
606,45.4,114,1,0.0014,70.1447,1.1827,0.000,0.000245,0.01616,,
607,93.9,12,1,-0.0008,435.3189,1.4107,0.000,0.000245,0.01616,,
608,94.3,98,1,0.0099,67.6929,1.4379,0.000,0.000245,0.01615,,
609,72.0,55,1,0.0013,134.9443,1.1162,0.000,0.000245,0.01614,,
610,71.8,82,1,-0.0143,128.3729,1.2007,0.000,0.000245,0.01614,,
611,79.8,68,1,0.0016,99.6716,1.2311,0.000,0.000245,0.01613,,
612,73.8,79,1,0.0372,76.1431,1.3519,0.000,0.000245,0.01612,,
613,51.7,143,1,0.0368,45.3569,1.4552,0.000,0.000245,0.01612,,
614,57.4,148,1,-0.0032,45.3397,1.4044,0.001,0.000245,0.01611,,
615,92.4,50,1,-0.0005,96.8017,1.4455,0.000,0.000245,0.01611,,
616,75.9,73,1,0.0454,44.3836,1.4526,0.004,0.000245,0.01610,,
617,-103.5,200,0,-0.0412,28.3294,1.3277,0.000,0.000244,0.01609,,
618,68.8,69,1,-0.0007,81.0921,1.4544,0.000,0.000244,0.01609,,
619,48.0,128,1,-0.0022,45.9102,1.3681,0.000,0.000244,0.01608,,
620,-109.8,200,0,0.0521,18.0408,1.2898,0.003,0.000244,0.01607,,
621,-65.9,200,0,-0.0338,16.1846,1.4439,0.173,0.000244,0.01607,,
622,86.0,72,1,0.0192,63.4798,1.3729,0.000,0.000244,0.01606,,
623,-92.3,200,0,-0.0919,27.2594,1.2782,0.000,0.000244,0.01605,,
624,94.5,23,1,-0.0003,216.2777,1.4129,0.000,0.000244,0.01605,,
625,-111.2,200,0,0.0162,17.8978,1.2110,0.000,0.000244,0.01604,,
626,102.7,26,1,-0.0018,230.3596,1.4105,0.000,0.000244,0.01604,,
627,-107.1,200,0,0.0160,20.3611,1.2091,0.010,0.000244,0.01603,,
628,103.2,9,1,-0.0010,580.3412,1.3083,0.000,0.000243,0.01602,,
629,-94.6,200,0,0.0271,20.0262,1.2256,0.000,0.000243,0.01602,,
630,-111.3,200,0,-0.0082,23.6636,1.1997,0.000,0.000243,0.01601,,
631,89.0,25,1,-0.0006,235.3466,1.3822,0.000,0.000243,0.01600,,
632,14.2,190,1,-0.0058,48.0249,1.2154,0.000,0.000243,0.01600,,
633,66.4,138,1,-0.0079,66.9917,1.4260,0.000,0.000243,0.01599,,
634,79.2,85,1,0.0505,87.4522,1.3045,0.000,0.000243,0.01598,,
635,-113.2,200,0,0.0493,32.0693,1.1892,0.000,0.000243,0.01598,,
636,98.1,10,1,0.0014,545.8633,1.2861,0.000,0.000243,0.01597,,
637,102.1,7,1,0.0000,0.0000,0.0000,0.000,0.000243,0.01597,,
638,-88.6,200,0,0.0320,22.4320,1.1875,0.055,0.000243,0.01596,,
639,98.3,8,1,-0.0012,663.7308,1.0652,0.000,0.000242,0.01595,,
640,99.5,50,1,0.0003,191.8215,1.2181,0.000,0.000242,0.01595,,
641,-55.1,200,0,0.0417,19.5325,1.2629,0.026,0.000242,0.01594,,
642,102.5,46,1,0.0001,167.2543,1.4206,0.000,0.000242,0.01593,,
643,-101.9,200,0,0.0120,25.2165,1.1429,0.060,0.000242,0.01593,,
644,95.9,12,1,-0.0004,425.8760,1.2450,0.000,0.000242,0.01592,,
645,-57.8,200,0,0.0636,16.3416,1.1422,0.000,0.000242,0.01591,,
646,-77.9,200,0,-0.0039,21.5770,1.1445,0.052,0.000242,0.01591,,
647,-72.4,200,0,0.0073,15.4647,1.2721,0.317,0.000242,0.01590,,
648,-72.6,200,0,0.0183,21.5239,1.2231,0.227,0.000242,0.01590,,
649,-60.6,200,0,0.0120,10.9378,1.2611,0.091,0.000242,0.01589,,
650,92.4,200,1,0.0010,124.1934,1.4004,0.000,0.000241,0.01588,-126.5,0.20
651,68.1,129,1,0.0057,53.5025,1.2877,0.000,0.000241,0.01588,,
652,-98.6,200,0,-0.0184,19.8499,1.2433,0.000,0.000241,0.01587,,
653,84.4,57,1,0.0008,126.1991,1.3375,0.000,0.000241,0.01586,,
654,101.6,13,1,0.0025,401.6699,1.3850,0.000,0.000241,0.01586,,
655,89.6,39,1,0.0008,152.4716,1.4543,0.000,0.000241,0.01585,,
656,103.6,5,1,0.0000,0.0000,0.0000,0.000,0.000241,0.01585,,
657,100.0,35,1,0.0007,184.4955,1.4278,0.000,0.000241,0.01584,,
658,96.6,29,1,0.0045,205.6205,1.4199,0.000,0.000241,0.01583,,
659,43.6,144,1,0.0103,58.1535,1.2534,0.000,0.000241,0.01583,,
660,77.9,142,1,-0.0334,53.5738,1.4241,0.001,0.000241,0.01582,,
661,95.8,82,1,-0.0342,101.1352,1.4196,0.000,0.000241,0.01581,,
662,-76.5,200,0,-0.0175,12.2237,1.3507,0.005,0.000240,0.01581,,
663,88.4,65,1,0.0017,85.7555,1.3441,0.000,0.000240,0.01580,,
664,62.9,133,1,-0.0139,62.8281,1.3770,0.000,0.000240,0.01579,,
665,98.9,24,1,-0.0014,219.5788,1.4956,0.000,0.000240,0.01579,,
